timestamp,outdoor_temp,supply_temp,return_temp,flow_rate,heat_load,power_consumption,indoor_temp,humidity
2017-01-05 18:00:00,16.836441893830703,20.136298421807748,21.08177905308465,,0.0,,,
2017-01-05 19:00:00,16.827833572453372,20.143472022955525,21.086083213773314,,0.0,,,
2017-01-05 20:00:00,16.81922525107604,20.1506456241033,21.09038737446198,,0.0,,,
2017-01-05 21:00:00,16.81061692969871,20.157819225251075,21.094691535150645,,0.0,,,
2017-01-05 22:00:00,16.802008608321376,20.16499282639885,21.09899569583931,,0.0,,,
2017-01-05 23:00:00,16.793400286944046,20.172166427546628,21.103299856527975,,0.0,,,
2017-01-06 00:00:00,16.784791965566715,20.179340028694405,21.107604017216644,,0.0,,,
2017-01-06 01:00:00,16.776183644189384,20.18651362984218,21.11190817790531,,0.0,,,
2017-01-06 02:00:00,16.76757532281205,20.19368723098996,21.116212338593975,,0.0,,,
2017-01-06 03:00:00,16.75896700143472,20.20086083213773,21.12051649928264,,0.0,,,
2017-01-06 04:00:00,16.75035868005739,20.20803443328551,21.124820659971306,,0.0,,,
2017-01-06 05:00:00,16.741750358680058,20.215208034433285,21.12912482065997,,0.0,,,
2017-01-06 06:00:00,16.733142037302727,20.222381635581062,21.133428981348636,,0.0,,,
2017-01-06 07:00:00,16.724533715925393,20.22955523672884,21.137733142037302,,0.0,,,
2017-01-06 08:00:00,16.715925394548062,20.236728837876615,21.142037302725967,,0.0,,,
2017-01-06 09:00:00,16.70731707317073,20.24390243902439,21.146341463414632,,0.0,,,
2017-01-06 10:00:00,16.6987087517934,20.251076040172165,21.1506456241033,,0.0,,,
2017-01-06 11:00:00,16.69010043041607,20.258249641319942,21.154949784791967,,0.0,,,
2017-01-06 12:00:00,16.681492109038736,20.26542324246772,21.159253945480632,,0.0,,,
2017-01-06 13:00:00,16.672883787661405,20.272596843615496,21.163558106169297,,0.0,,,
2017-01-06 14:00:00,16.664275466284074,20.279770444763273,21.167862266857963,,0.0,,,
2017-01-06 15:00:00,16.655667144906744,20.286944045911046,21.172166427546628,,0.0,,,
2017-01-06 16:00:00,16.647058823529413,20.294117647058822,21.176470588235293,,0.0,,,
2017-01-06 17:00:00,16.63845050215208,20.3012912482066,21.18077474892396,,0.0,,,
2017-01-06 18:00:00,16.629842180774748,20.308464849354376,21.185078909612624,,0.0,,,
2017-01-06 19:00:00,16.621233859397417,20.315638450502153,21.18938307030129,,0.0,,,
2017-01-06 20:00:00,16.612625538020087,20.32281205164993,21.19368723098996,,0.0,,,
2017-01-06 21:00:00,16.604017216642756,20.329985652797703,21.197991391678624,,0.0,,,
2017-01-06 22:00:00,16.59540889526542,20.33715925394548,21.20229555236729,,0.0,,,
2017-01-06 23:00:00,16.58680057388809,20.344332855093256,21.206599713055954,,0.0,,,
2017-01-07 00:00:00,16.57819225251076,20.351506456241033,21.21090387374462,,0.0,,,
2017-01-07 01:00:00,16.56958393113343,20.35868005738881,21.215208034433285,,0.0,,,
2017-01-07 02:00:00,16.5609756097561,20.365853658536587,21.21951219512195,,0.0,,,
2017-01-07 03:00:00,16.552367288378765,20.373027259684363,21.223816355810616,,0.0,,,
2017-01-07 04:00:00,16.543758967001434,20.380200860832137,21.22812051649928,,0.0,,,
2017-01-07 05:00:00,16.535150645624103,20.387374461979913,21.23242467718795,,0.0,,,
2017-01-07 06:00:00,16.526542324246773,20.39454806312769,21.236728837876615,,0.0,,,
2017-01-07 07:00:00,16.517934002869442,20.401721664275467,21.24103299856528,,0.0,,,
2017-01-07 08:00:00,16.509325681492108,20.408895265423244,21.245337159253946,,0.0,,,
2017-01-07 09:00:00,16.500717360114777,20.41606886657102,21.24964131994261,,0.0,,,
2017-01-07 10:00:00,16.492109038737446,20.423242467718794,21.253945480631277,,0.0,,,
2017-01-07 11:00:00,16.483500717360116,20.43041606886657,21.258249641319942,,0.0,,,
2017-01-07 12:00:00,16.474892395982785,20.437589670014347,21.262553802008608,,0.0,,,
2017-01-07 13:00:00,16.46628407460545,20.444763271162124,21.266857962697273,,0.0,,,
2017-01-07 14:00:00,16.45767575322812,20.4519368723099,21.27116212338594,,0.0,,,
2017-01-07 15:00:00,16.44906743185079,20.459110473457677,21.275466284074607,,0.0,,,
2017-01-07 16:00:00,16.44045911047346,20.46628407460545,21.279770444763273,,0.0,,,
2017-01-07 17:00:00,16.431850789096128,20.473457675753227,21.284074605451938,,0.0,,,
2017-01-07 18:00:00,16.423242467718794,20.480631276901004,21.288378766140603,,0.0,,,
2017-01-07 19:00:00,16.414634146341463,20.48780487804878,21.29268292682927,,0.0,,,
2017-01-07 20:00:00,16.406025824964132,20.494978479196558,21.296987087517934,,0.0,,,
2017-01-07 21:00:00,16.3974175035868,20.502152080344334,21.3012912482066,,0.0,,,
2017-01-07 22:00:00,16.38880918220947,20.509325681492108,21.305595408895265,,0.0,,,
2017-01-07 23:00:00,16.380200860832137,20.516499282639884,21.30989956958393,,0.0,,,
2017-01-08 00:00:00,16.371592539454806,20.52367288378766,21.314203730272595,,0.0,,,
2017-01-08 01:00:00,16.362984218077475,20.530846484935438,21.318507890961264,,0.0,,,
2017-01-08 02:00:00,16.354375896700144,20.538020086083215,21.32281205164993,,0.0,,,
2017-01-08 03:00:00,16.345767575322814,20.54519368723099,21.327116212338595,,0.0,,,
2017-01-08 04:00:00,16.33715925394548,20.552367288378765,21.33142037302726,,0.0,,,
2017-01-08 05:00:00,16.32855093256815,20.55954088952654,21.335724533715926,,0.0,,,
2017-01-08 06:00:00,16.319942611190818,20.56671449067432,21.34002869440459,,0.0,,,
2017-01-08 07:00:00,16.311334289813487,20.573888091822095,21.344332855093256,,0.0,,,
2017-01-08 08:00:00,16.302725968436157,20.58106169296987,21.34863701578192,,0.0,,,
2017-01-08 09:00:00,16.294117647058822,20.58823529411765,21.352941176470587,,0.0,,,
2017-01-08 10:00:00,16.285509325681492,20.59540889526542,21.357245337159252,,0.0,,,
2017-01-08 11:00:00,16.27690100430416,20.6025824964132,21.36154949784792,,0.0,,,
2017-01-08 12:00:00,16.26829268292683,20.609756097560975,21.365853658536587,,0.0,,,
2017-01-08 13:00:00,16.259684361549496,20.616929698708752,21.370157819225252,,0.0,,,
2017-01-08 14:00:00,16.251076040172165,20.62410329985653,21.374461979913917,,0.0,,,
2017-01-08 15:00:00,16.242467718794835,20.631276901004306,21.378766140602583,,0.0,,,
2017-01-08 16:00:00,16.233859397417504,20.63845050215208,21.383070301291248,,0.0,,,
2017-01-08 17:00:00,16.225251076040173,20.645624103299856,21.387374461979913,,0.0,,,
2017-01-08 18:00:00,16.21664275466284,20.652797704447632,21.39167862266858,,0.0,,,
2017-01-08 19:00:00,16.20803443328551,20.65997130559541,21.395982783357244,,0.0,,,
2017-01-08 20:00:00,16.199426111908178,20.667144906743186,21.40028694404591,,0.0,,,
2017-01-08 21:00:00,16.190817790530847,20.674318507890963,21.40459110473458,,0.0,,,
2017-01-08 22:00:00,16.182209469153516,20.681492109038736,21.408895265423244,,0.0,,,
2017-01-08 23:00:00,16.173601147776182,20.688665710186513,21.41319942611191,,0.0,,,
2017-01-09 00:00:00,16.16499282639885,20.69583931133429,21.417503586800574,,0.0,,,
2017-01-09 01:00:00,16.15638450502152,20.703012912482066,21.42180774748924,,0.0,,,
2017-01-09 02:00:00,16.14777618364419,20.710186513629843,21.426111908177905,,0.0,,,
2017-01-09 03:00:00,16.13916786226686,20.71736011477762,21.43041606886657,,0.0,,,
2017-01-09 04:00:00,16.130559540889525,20.724533715925393,21.434720229555236,,0.0,,,
2017-01-09 05:00:00,16.121951219512194,20.73170731707317,21.4390243902439,,0.0,,,
2017-01-09 06:00:00,16.113342898134864,20.738880918220946,21.443328550932566,,0.0,,,
2017-01-09 07:00:00,16.104734576757533,20.746054519368723,21.447632711621235,,0.0,,,
2017-01-09 08:00:00,16.096126255380202,20.7532281205165,21.4519368723099,,0.0,,,
2017-01-09 09:00:00,16.087517934002868,20.760401721664277,21.456241032998566,,0.0,,,
2017-01-09 10:00:00,16.078909612625537,20.76757532281205,21.46054519368723,,0.0,,,
2017-01-09 11:00:00,16.070301291248207,20.774748923959827,21.464849354375897,,0.0,,,
2017-01-09 12:00:00,16.061692969870876,20.781922525107603,21.469153515064562,,0.0,,,
2017-01-09 13:00:00,16.053084648493545,20.78909612625538,21.473457675753227,,0.0,,,
2017-01-09 14:00:00,16.04447632711621,20.796269727403157,21.477761836441893,,0.0,,,
2017-01-09 15:00:00,16.03586800573888,20.803443328550934,21.482065997130558,,0.0,,,
2017-01-09 16:00:00,16.02725968436155,20.81061692969871,21.486370157819223,,0.0,,,
2017-01-09 17:00:00,16.01865136298422,20.817790530846484,21.490674318507892,,0.0,,,
2017-01-09 18:00:00,16.010043041606888,20.82496413199426,21.494978479196558,,0.0,,,
2017-01-09 19:00:00,16.001434720229554,20.832137733142037,21.499282639885223,,0.0,,,
2017-01-09 20:00:00,15.992826398852223,20.839311334289814,21.50358680057389,,0.0,,,
2017-01-09 21:00:00,15.984218077474893,20.84648493543759,21.507890961262554,,0.0,,,
2017-01-09 22:00:00,15.975609756097562,20.853658536585368,21.51219512195122,,0.0,,,
2017-01-09 23:00:00,15.96700143472023,20.86083213773314,21.516499282639884,,0.0,,,
2017-01-10 00:00:00,15.958393113342899,20.868005738880917,21.52080344332855,,0.0,,,
2017-01-10 01:00:00,15.949784791965566,20.875179340028694,21.525107604017215,,0.0,,,
2017-01-10 02:00:00,15.941176470588236,20.88235294117647,21.529411764705884,,0.0,,,
2017-01-10 03:00:00,15.932568149210905,20.889526542324248,21.53371592539455,,0.0,,,
2017-01-10 04:00:00,15.923959827833572,20.896700143472025,21.538020086083215,,0.0,,,
2017-01-10 05:00:00,15.915351506456242,20.903873744619798,21.54232424677188,,0.0,,,
2017-01-10 06:00:00,15.90674318507891,20.911047345767575,21.546628407460545,,0.0,,,
2017-01-10 07:00:00,15.898134863701578,20.91822094691535,21.55093256814921,,0.0,,,
2017-01-10 08:00:00,15.889526542324248,20.925394548063128,21.555236728837876,,0.0,,,
2017-01-10 09:00:00,15.880918220946915,20.932568149210905,21.55954088952654,,0.0,,,
2017-01-10 10:00:00,15.872309899569585,20.93974175035868,21.563845050215207,,0.0,,,
2017-01-10 11:00:00,15.863701578192252,20.946915351506455,21.568149210903872,,0.0,,,
2017-01-10 12:00:00,15.855093256814921,20.95408895265423,21.57245337159254,,0.0,,,
2017-01-10 13:00:00,15.846484935437589,20.96126255380201,21.576757532281206,,0.0,,,
2017-01-10 14:00:00,15.837876614060258,20.968436154949785,21.58106169296987,,0.0,,,
2017-01-10 15:00:00,15.829268292682928,20.975609756097562,21.585365853658537,,0.0,,,
2017-01-10 16:00:00,15.820659971305595,20.98278335724534,21.589670014347202,,0.0,,,
2017-01-10 17:00:00,15.812051649928264,20.989956958393112,21.593974175035868,,0.0,,,
2017-01-10 18:00:00,15.803443328550932,20.99713055954089,21.598278335724533,,0.0,,,
2017-01-10 19:00:00,15.794835007173601,21.004304160688665,21.6025824964132,,0.0,,,
2017-01-10 20:00:00,15.78622668579627,21.011477761836442,21.606886657101864,,0.0,,,
2017-01-10 21:00:00,15.777618364418938,21.01865136298422,21.61119081779053,,0.0,,,
2017-01-10 22:00:00,15.769010043041607,21.025824964131996,21.615494978479198,,0.0,,,
2017-01-10 23:00:00,15.760401721664275,21.03299856527977,21.619799139167863,,0.0,,,
2017-01-11 00:00:00,15.751793400286944,21.040172166427546,21.62410329985653,,0.0,,,
2017-01-11 01:00:00,15.743185078909612,21.047345767575322,21.628407460545194,,0.0,,,
2017-01-11 02:00:00,15.734576757532281,21.0545193687231,21.63271162123386,,0.0,,,
2017-01-11 03:00:00,15.72596843615495,21.061692969870876,21.637015781922525,,0.0,,,
2017-01-11 04:00:00,15.717360114777618,21.068866571018653,21.64131994261119,,0.0,,,
2017-01-11 05:00:00,15.708751793400287,21.076040172166426,21.645624103299856,,0.0,,,
2017-01-11 06:00:00,15.700143472022955,21.083213773314203,21.64992826398852,,0.0,,,
2017-01-11 07:00:00,15.691535150645624,21.09038737446198,21.654232424677186,,0.0,,,
2017-01-11 08:00:00,15.682926829268293,21.097560975609756,21.658536585365855,,0.0,,,
2017-01-11 09:00:00,15.67431850789096,21.104734576757533,21.66284074605452,,0.0,,,
2017-01-11 10:00:00,15.66571018651363,21.11190817790531,21.667144906743186,,0.0,,,
2017-01-11 11:00:00,15.657101865136298,21.119081779053083,21.67144906743185,,0.0,,,
2017-01-11 12:00:00,15.648493543758967,21.12625538020086,21.675753228120517,,0.0,,,
2017-01-11 13:00:00,15.639885222381636,21.133428981348636,21.680057388809182,,0.0,,,
2017-01-11 14:00:00,15.631276901004304,21.140602582496413,21.684361549497847,,0.0,,,
2017-01-11 15:00:00,15.622668579626973,21.14777618364419,21.688665710186513,,0.0,,,
2017-01-11 16:00:00,15.61406025824964,21.154949784791967,21.692969870875178,,0.0,,,
2017-01-11 17:00:00,15.60545193687231,21.162123385939744,21.697274031563843,,0.0,,,
2017-01-11 18:00:00,15.59684361549498,21.169296987087517,21.701578192252512,,0.0,,,
2017-01-11 19:00:00,15.588235294117647,21.176470588235293,21.705882352941178,,0.0,,,
2017-01-11 20:00:00,15.579626972740316,21.18364418938307,21.710186513629843,,0.0,,,
2017-01-11 21:00:00,15.571018651362984,21.190817790530847,21.714490674318508,,0.0,,,
2017-01-11 22:00:00,15.562410329985653,21.197991391678624,21.718794835007174,,0.0,,,
2017-01-11 23:00:00,15.553802008608322,21.205164992826397,21.72309899569584,,0.0,,,
2017-01-12 00:00:00,15.54519368723099,21.212338593974174,21.727403156384504,,0.0,,,
2017-01-12 01:00:00,15.536585365853659,21.21951219512195,21.73170731707317,,0.0,,,
2017-01-12 02:00:00,15.527977044476327,21.226685796269727,21.736011477761835,,0.0,,,
2017-01-12 03:00:00,15.519368723098996,21.233859397417504,21.740315638450504,,0.0,,,
2017-01-12 04:00:00,15.510760401721665,21.24103299856528,21.74461979913917,,0.0,,,
2017-01-12 05:00:00,15.502152080344333,21.248206599713058,21.748923959827835,,0.0,,,
2017-01-12 06:00:00,15.493543758967002,21.25538020086083,21.7532281205165,,0.0,,,
2017-01-12 07:00:00,15.48493543758967,21.262553802008608,21.757532281205165,,0.0,,,
2017-01-12 08:00:00,15.476327116212339,21.269727403156384,21.76183644189383,,0.0,,,
2017-01-12 09:00:00,15.467718794835008,21.27690100430416,21.766140602582496,,0.0,,,
2017-01-12 10:00:00,15.459110473457676,21.284074605451938,21.77044476327116,,0.0,,,
2017-01-12 11:00:00,15.450502152080345,21.291248206599715,21.774748923959827,,0.0,,,
2017-01-12 12:00:00,15.441893830703012,21.298421807747488,21.779053084648492,,0.0,,,
2017-01-12 13:00:00,15.433285509325682,21.305595408895265,21.78335724533716,,0.0,,,
2017-01-12 14:00:00,15.424677187948351,21.31276901004304,21.787661406025826,,0.0,,,
2017-01-12 15:00:00,15.416068866571019,21.319942611190818,21.79196556671449,,0.0,,,
2017-01-12 16:00:00,15.407460545193688,21.327116212338595,21.796269727403157,,0.0,,,
2017-01-12 17:00:00,15.398852223816355,21.33428981348637,21.800573888091822,,0.0,,,
2017-01-12 18:00:00,15.390243902439025,21.341463414634145,21.804878048780488,,0.0,,,
2017-01-12 19:00:00,15.381635581061694,21.34863701578192,21.809182209469153,,0.0,,,
2017-01-12 20:00:00,15.373027259684362,21.3558106169297,21.81348637015782,,0.0,,,
2017-01-12 21:00:00,15.36441893830703,21.362984218077475,21.817790530846484,,0.0,,,
2017-01-12 22:00:00,15.355810616929698,21.370157819225252,21.82209469153515,,0.0,,,
2017-01-12 23:00:00,15.347202295552368,21.37733142037303,21.826398852223818,,0.0,,,
2017-01-13 00:00:00,15.338593974175035,21.384505021520802,21.830703012912483,,0.0,,,
2017-01-13 01:00:00,15.329985652797705,21.39167862266858,21.83500717360115,,0.0,,,
2017-01-13 02:00:00,15.321377331420374,21.398852223816355,21.839311334289814,,0.0,,,
2017-01-13 03:00:00,15.312769010043041,21.406025824964132,21.84361549497848,,0.0,,,
2017-01-13 04:00:00,15.30416068866571,21.41319942611191,21.847919655667145,,0.0,,,
2017-01-13 05:00:00,15.295552367288378,21.420373027259686,21.85222381635581,,0.0,,,
2017-01-13 06:00:00,15.286944045911047,21.42754662840746,21.856527977044475,,0.0,,,
2017-01-13 07:00:00,15.278335724533715,21.434720229555236,21.86083213773314,,0.0,,,
2017-01-13 08:00:00,15.269727403156384,21.441893830703012,21.865136298421806,,0.0,,,
2017-01-13 09:00:00,15.261119081779054,21.44906743185079,21.869440459110475,,0.0,,,
2017-01-13 10:00:00,15.252510760401721,21.456241032998566,21.87374461979914,,0.0,,,
2017-01-13 11:00:00,15.24390243902439,21.463414634146343,21.878048780487806,,0.0,,,
2017-01-13 12:00:00,15.235294117647058,21.470588235294116,21.88235294117647,,0.0,,,
2017-01-13 13:00:00,15.226685796269727,21.477761836441893,21.886657101865136,,0.0,,,
2017-01-13 14:00:00,15.218077474892397,21.48493543758967,21.8909612625538,,0.0,,,
2017-01-13 15:00:00,15.209469153515064,21.492109038737446,21.895265423242467,,0.0,,,
2017-01-13 16:00:00,15.200860832137733,21.499282639885223,21.899569583931132,,0.0,,,
2017-01-13 17:00:00,15.192252510760401,21.506456241033,21.903873744619798,,0.0,,,
2017-01-13 18:00:00,15.18364418938307,21.513629842180777,21.908177905308463,,0.0,,,
2017-01-13 19:00:00,15.17503586800574,21.52080344332855,21.912482065997132,,0.0,,,
2017-01-13 20:00:00,15.166427546628407,21.527977044476327,21.916786226685797,,0.0,,,
2017-01-13 21:00:00,15.157819225251076,21.535150645624103,21.921090387374463,,0.0,,,
2017-01-13 22:00:00,15.149210903873744,21.54232424677188,21.925394548063128,,0.0,,,
2017-01-13 23:00:00,15.140602582496413,21.549497847919657,21.929698708751793,,0.0,,,
2017-01-14 00:00:00,15.131994261119083,21.55667144906743,21.93400286944046,,0.0,,,
2017-01-14 01:00:00,15.12338593974175,21.563845050215207,21.938307030129124,,0.0,,,
2017-01-14 02:00:00,15.11477761836442,21.571018651362984,21.94261119081779,,0.0,,,
2017-01-14 03:00:00,15.106169296987087,21.57819225251076,21.946915351506455,,0.0,,,
2017-01-14 04:00:00,15.097560975609756,21.585365853658537,21.951219512195124,,0.0,,,
2017-01-14 05:00:00,15.088952654232425,21.592539454806314,21.95552367288379,,0.0,,,
2017-01-14 06:00:00,15.080344332855093,21.59971305595409,21.959827833572454,,0.0,,,
2017-01-14 07:00:00,15.071736011477762,21.606886657101864,21.96413199426112,,0.0,,,
2017-01-14 08:00:00,15.06312769010043,21.61406025824964,21.968436154949785,,0.0,,,
2017-01-14 09:00:00,15.0545193687231,21.621233859397417,21.97274031563845,,0.0,,,
2017-01-14 10:00:00,15.045911047345768,21.628407460545194,21.977044476327116,,0.0,,,
2017-01-14 11:00:00,15.037302725968436,21.63558106169297,21.98134863701578,,0.0,,,
2017-01-14 12:00:00,15.028694404591105,21.642754662840748,21.985652797704446,,0.0,,,
2017-01-14 13:00:00,15.020086083213773,21.64992826398852,21.989956958393112,,0.0,,,
2017-01-14 14:00:00,15.011477761836442,21.657101865136298,21.99426111908178,,0.0,,,
2017-01-14 15:00:00,15.002869440459111,21.664275466284074,21.998565279770446,,0.0,,,
2017-01-14 16:00:00,14.994261119081779,21.67144906743185,22.00286944045911,,0.0,,,
2017-01-14 17:00:00,14.985652797704448,21.678622668579628,22.007173601147777,,0.0,,,
2017-01-14 18:00:00,14.977044476327116,21.685796269727405,22.011477761836442,,0.0,,,
2017-01-14 19:00:00,14.968436154949785,21.692969870875178,22.015781922525107,,0.0,,,
2017-01-14 20:00:00,14.959827833572454,21.700143472022955,22.020086083213773,,0.0,,,
2017-01-14 21:00:00,14.951219512195122,21.70731707317073,22.024390243902438,,0.0,,,
2017-01-14 22:00:00,14.942611190817791,21.714490674318508,22.028694404591104,,0.0,,,
2017-01-14 23:00:00,14.934002869440459,21.721664275466285,22.03299856527977,,0.0,,,
2017-01-15 00:00:00,14.925394548063128,21.72883787661406,22.037302725968438,,0.0,,,
2017-01-15 01:00:00,14.916786226685797,21.736011477761835,22.041606886657103,,0.0,,,
2017-01-15 02:00:00,14.908177905308465,21.74318507890961,22.04591104734577,,0.0,,,
2017-01-15 03:00:00,14.899569583931134,21.75035868005739,22.050215208034434,,0.0,,,
2017-01-15 04:00:00,14.890961262553802,21.757532281205165,22.0545193687231,,0.0,,,
2017-01-15 05:00:00,14.882352941176471,21.764705882352942,22.058823529411764,,0.0,,,
2017-01-15 06:00:00,14.87374461979914,21.77187948350072,22.06312769010043,,0.0,,,
2017-01-15 07:00:00,14.865136298421808,21.779053084648492,22.067431850789095,,0.0,,,
2017-01-15 08:00:00,14.856527977044475,21.78622668579627,22.07173601147776,,0.0,,,
2017-01-15 09:00:00,14.847919655667145,21.793400286944046,22.076040172166426,,0.0,,,
2017-01-15 10:00:00,14.839311334289814,21.800573888091822,22.080344332855095,,0.0,,,
2017-01-15 11:00:00,14.830703012912483,21.8077474892396,22.08464849354376,,0.0,,,
2017-01-15 12:00:00,14.82209469153515,21.814921090387376,22.088952654232425,,0.0,,,
2017-01-15 13:00:00,14.813486370157818,21.82209469153515,22.09325681492109,,0.0,,,
2017-01-15 14:00:00,14.804878048780488,21.829268292682926,22.097560975609756,,0.0,,,
2017-01-15 15:00:00,14.796269727403157,21.836441893830703,22.10186513629842,,0.0,,,
2017-01-15 16:00:00,14.787661406025824,21.84361549497848,22.106169296987087,,0.0,,,
2017-01-15 17:00:00,14.779053084648494,21.850789096126256,22.110473457675752,,0.0,,,
2017-01-15 18:00:00,14.770444763271161,21.857962697274033,22.114777618364418,,0.0,,,
2017-01-15 19:00:00,14.76183644189383,21.86513629842181,22.119081779053083,,0.0,,,
2017-01-15 20:00:00,14.7532281205165,21.872309899569583,22.123385939741752,,0.0,,,
2017-01-15 21:00:00,14.744619799139167,21.87948350071736,22.127690100430417,,0.0,,,
2017-01-15 22:00:00,14.736011477761837,21.886657101865136,22.131994261119083,,0.0,,,
2017-01-15 23:00:00,14.727403156384504,21.893830703012913,22.136298421807748,,0.0,,,
2017-01-16 00:00:00,14.718794835007174,21.90100430416069,22.140602582496413,,0.0,,,
2017-01-16 01:00:00,14.710186513629843,21.908177905308463,22.14490674318508,,0.0,,,
2017-01-16 02:00:00,14.70157819225251,21.91535150645624,22.149210903873744,,0.0,,,
2017-01-16 03:00:00,14.69296987087518,21.922525107604017,22.15351506456241,,0.0,,,
2017-01-16 04:00:00,14.684361549497847,21.929698708751793,22.157819225251075,,0.0,,,
2017-01-16 05:00:00,14.675753228120517,21.93687230989957,22.162123385939744,,0.0,,,
2017-01-16 06:00:00,14.667144906743186,21.944045911047347,22.16642754662841,,0.0,,,
2017-01-16 07:00:00,14.658536585365853,21.951219512195124,22.170731707317074,,0.0,,,
2017-01-16 08:00:00,14.649928263988523,21.958393113342897,22.17503586800574,,0.0,,,
